Packet #,Device ID,TX Timestamp,RX Timestamp,RTT Latency [ms],Data Rate [Kbps],Response,Latest IPC Msg
23.0,901564800FA8,12:43.8,12:44.1,293.361,2.317963192,YES,0x93 0x17 0x13 0xAE 0x23 0x01 0x00 0x00
23.0,901564800FA8,12:43.8,12:44.2,344.152,1.975871127,YES,0x93 0x17 0x42 0xA7 0x21 0x02 0x00 0x00
23.0,901564800FA8,12:43.8,12:44.2,394.917,1.7218808,YES,0x93 0x17 0x11 0xB2 0x1A 0x01 0x00 0x00
23.0,901564800FA8,12:43.8,12:44.3,445.292,1.527087843,YES,0x93 0x17 0x12 0xA4 0x1E 0x05 0x00 0x00
24.0,901564800FA8,12:48.8,12:48.9,103.892,6.545258538,YES,0x93 0x18 0x11 0xB2 0x1A 0x06 0x00 0x00
24.0,901564800FA8,12:48.8,12:49.0,154.15,4.411287707,YES,0x93 0x18 0x12 0xA4 0x1F 0x07 0x00 0x00
24.0,901564800FA8,12:48.8,12:49.0,205.65,3.306588865,YES,0x93 0x18 0x22 0x9E 0x1E 0x01 0x00 0x00
24.0,901564800FA8,12:48.8,12:49.1,256.901,2.646934033,YES,0x93 0x18 0x13 0xAE 0x23 0x01 0x00 0x00
24.0,901564800FA8,12:48.8,12:49.2,306.982,2.21511359,YES,0x93 0x18 0x42 0xA6 0x21 0x04 0x00 0x00
24.0,901564800FA8,12:48.8,12:49.2,358.284,1.897935716,YES,0x93 0x18 0x32 0xA8 0x1E 0x08 0x00 0x00
25.0,901564800FA8,12:53.8,12:54.0,116.777,5.823064473,YES,0x93 0x19 0x11 0xB3 0x1C 0x01 0x00 0x00
25.0,901564800FA8,12:53.8,12:54.0,167.376,4.06270911,YES,0x93 0x19 0x12 0xA4 0x1E 0x01 0x00 0x00
25.0,901564800FA8,12:53.8,12:54.1,218.208,3.116292712,YES,0x93 0x19 0x32 0xA7 0x1F 0x07 0x00 0x00
25.0,901564800FA8,12:53.8,12:54.1,268.688,2.530816412,YES,0x93 0x19 0x13 0xAE 0x23 0x03 0x00 0x00
25.0,901564800FA8,12:53.8,12:54.2,319.104,2.130966707,YES,0x93 0x19 0x22 0x9F 0x20 0x01 0x00 0x00
25.0,901564800FA8,12:53.8,12:54.2,370.263,1.836532411,YES,0x93 0x19 0x42 0xA7 0x1E 0x06 0x00 0x00
26.0,901564800FA8,12:58.8,12:59.0,129.063,5.268744722,YES,0x93 0x1A 0x11 0xB2 0x1B 0x01 0x00 0x00
26.0,901564800FA8,12:58.8,12:59.0,179.392,3.79058152,YES,0x93 0x1A 0x22 0x9F 0x1F 0x08 0x00 0x00
26.0,901564800FA8,12:58.8,12:59.1,230.63,2.948445562,YES,0x93 0x1A 0x13 0xAE 0x23 0x03 0x00 0x00
26.0,901564800FA8,12:58.8,12:59.1,281.208,2.418138887,YES,0x93 0x1A 0x12 0xA4 0x20 0x01 0x00 0x00
26.0,901564800FA8,12:58.8,12:59.2,332.969,2.04223216,YES,0x93 0x1A 0x42 0xA7 0x21 0x09 0x00 0x00
26.0,901564800FA8,12:58.8,12:59.2,382.54,1.777591886,YES,0x93 0x1A 0x32 0xA8 0x1F 0x01 0x00 0x00
27.0,901564800FA8,13:03.8,13:04.0,141.175,4.816716841,YES,0x93 0x1B 0x11 0xB3 0x1A 0x01 0x00 0x00
27.0,901564800FA8,13:03.8,13:04.0,191.878,3.543918532,YES,0x93 0x1B 0x32 0xA8 0x1E 0x07 0x00 0x00
27.0,901564800FA8,13:03.8,13:04.1,243.187,2.7962021,YES,0x93 0x1B 0x12 0xA4 0x20 0x05 0x00 0x00
27.0,901564800FA8,13:03.8,13:04.1,293.663,2.315579423,YES,0x93 0x1B 0x22 0x9E 0x20 0x01 0x00 0x00
27.0,901564800FA8,13:03.8,13:04.2,346.456,1.962731198,YES,0x93 0x1B 0x13 0xAE 0x23 0x04 0x00 0x00
27.0,901564800FA8,13:03.8,13:04.2,394.587,1.723320839,YES,0x93 0x1B 0x42 0xA7 0x21 0x06 0x00 0x00
28.0,901564800FA8,13:08.8,13:08.9,54.76,12.41782323,YES,0x93 0x1C 0x11 0xB2 0x1A 0x01 0x00 0x00
28.0,901564800FA8,13:08.8,13:09.0,103.773,6.552764206,YES,0x93 0x1C 0x42 0xA7 0x1E 0x06 0x00 0x00
28.0,901564800FA8,13:08.8,13:09.0,154.195,4.410000324,YES,0x93 0x1C 0x12 0xA4 0x1E 0x01 0x00 0x00
28.0,901564800FA8,13:08.8,13:09.1,207.992,3.269356514,YES,0x93 0x1C 0x13 0xAE 0x23 0x04 0x00 0x00
28.0,901564800FA8,13:08.8,13:09.1,255.825,2.658067038,YES,0x93 0x1C 0x22 0x9F 0x21 0x04 0x00 0x00
28.0,901564800FA8,13:08.8,13:09.2,306.381,2.219458778,YES,0x93 0x1C 0x32 0xA8 0x1E 0x01 0x00 0x00
29.0,901564800FA8,13:13.8,13:13.9,65.083,10.44819692,YES,0x93 0x1D 0x22 0x9E 0x1E 0x07 0x00 0x00
29.0,901564800FA8,13:13.8,13:14.0,115.719,5.876303805,YES,0x93 0x1D 0x42 0xA6 0x21 0x01 0x00 0x00
29.0,901564800FA8,13:13.8,13:14.0,166.222,4.09091456,YES,0x93 0x1D 0x13 0xAE 0x23 0x05 0x00 0x00
29.0,901564800FA8,13:13.8,13:14.1,216.996,3.133698317,YES,0x93 0x1D 0x12 0xA4 0x20 0x09 0x00 0x00
29.0,901564800FA8,13:13.8,13:14.1,268.005,2.537266096,YES,0x93 0x1D 0x11 0xB2 0x1A 0x01 0x00 0x00
29.0,901564800FA8,13:13.8,13:14.2,318.909,2.132269707,YES,0x93 0x1D 0x32 0xAA 0x20 0x09 0x00 0x00
30.0,901564800FA8,13:18.9,13:18.9,77.283,8.798830273,YES,0x93 0x1E 0x11 0xB2 0x1A 0x05 0x00 0x00
30.0,901564800FA8,13:18.9,13:19.0,128.219,5.303426169,YES,0x93 0x1E 0x32 0xA8 0x1E 0x06 0x00 0x00
30.0,901564800FA8,13:18.9,13:19.0,178.794,3.803259617,YES,0x93 0x1E 0x42 0xA7 0x21 0x01 0x00 0x00
30.0,901564800FA8,13:18.9,13:19.1,229.621,2.961401614,YES,0x93 0x1E 0x12 0xA4 0x21 0x05 0x00 0x00
30.0,901564800FA8,13:18.9,13:19.1,280.361,2.425444338,YES,0x93 0x1E 0x13 0xAE 0x23 0x01 0x00 0x00
30.0,901564800FA8,13:18.9,13:19.2,330.898,2.055013932,YES,0x93 0x1E 0x22 0x9E 0x1E 0x01 0x00 0x00
31.0,901564800FA8,13:23.9,13:23.9,90.161,7.542063642,YES,0x93 0x1F 0x11 0xB2 0x1A 0x01 0x00 0x00
31.0,901564800FA8,13:23.9,13:24.0,140.107,4.853433447,YES,0x93 0x1F 0x12 0xA4 0x21 0x0B 0x00 0x00
31.0,901564800FA8,13:23.9,13:24.0,191.276,3.555072252,YES,0x93 0x1F 0x32 0xA8 0x20 0x01 0x00 0x00
31.0,901564800FA8,13:23.9,13:24.1,241.44,2.816434725,YES,0x93 0x1F 0x13 0xAE 0x23 0x07 0x00 0x00
31.0,901564800FA8,13:23.9,13:24.1,292.612,2.323896491,YES,0x93 0x1F 0x42 0xA7 0x21 0x0C 0x00 0x00
31.0,901564800FA8,13:23.9,13:24.2,343.324,1.980636367,YES,0x93 0x1F 0x22 0x9F 0x20 0x0A 0x00 0x00
32.0,901564800FA8,13:28.9,13:29.0,100.829,6.744091482,YES,0x93 0x20 0x32 0xA8 0x21 0x05 0x00 0x00
32.0,901564800FA8,13:28.9,13:29.0,153.994,4.415756458,YES,0x93 0x20 0x42 0xA6 0x21 0x07 0x00 0x00
32.0,901564800FA8,13:28.9,13:29.1,203.192,3.346588448,YES,0x93 0x20 0x12 0xA4 0x1E 0x06 0x00 0x00
32.0,901564800FA8,13:28.9,13:29.1,255.044,2.666206615,YES,0x93 0x20 0x11 0xB2 0x1A 0x07 0x00 0x00
32.0,901564800FA8,13:28.9,13:29.2,305.202,2.228032582,YES,0x93 0x20 0x22 0x9F 0x20 0x08 0x00 0x00
32.0,901564800FA8,13:28.9,13:29.2,357.28,1.903269145,YES,0x93 0x20 0x13 0xAE 0x23 0x06 0x00 0x00
33.0,901564800FA8,13:33.9,13:34.0,165.775,4.101945408,YES,0x93 0x21 0x12 0xA5 0x1F 0x09 0x00 0x00
33.0,901564800FA8,13:33.9,13:34.1,216.405,3.142256417,YES,0x93 0x21 0x32 0xA8 0x21 0x01 0x00 0x00
33.0,901564800FA8,13:33.9,13:34.1,266.653,2.550130694,YES,0x93 0x21 0x42 0xA6 0x21 0x05 0x00 0x00
33.0,901564800FA8,13:33.9,13:34.2,316.345,2.149551913,YES,0x93 0x21 0x13 0xAE 0x23 0x07 0x00 0x00
33.0,901564800FA8,13:33.9,13:34.2,368.841,1.84361283,YES,0x93 0x21 0x11 0xB2 0x1A 0x0D 0x00 0x00
33.0,901564800FA8,13:33.9,13:34.3,418.376,1.625332237,YES,0x93 0x21 0x22 0x9F 0x20 0x08 0x00 0x00
34.0,901564800FA8,13:38.9,13:38.9,79.349,8.569736229,YES,0x93 0x22 0x11 0xB3 0x1A 0x08 0x00 0x00
34.0,901564800FA8,13:38.9,13:39.0,128.292,5.300408443,YES,0x93 0x22 0x32 0xA8 0x1E 0x07 0x00 0x00
34.0,901564800FA8,13:38.9,13:39.0,180.433,3.768711932,YES,0x93 0x22 0x13 0xAE 0x23 0x05 0x00 0x00
34.0,901564800FA8,13:38.9,13:39.1,230.393,2.951478561,YES,0x93 0x22 0x22 0x9E 0x21 0x08 0x00 0x00
34.0,901564800FA8,13:38.9,13:39.1,282.3,2.408784981,YES,0x93 0x22 0x12 0xA4 0x20 0x06 0x00 0x00
34.0,901564800FA8,13:38.9,13:39.2,332.38,2.045851134,YES,0x93 0x22 0x42 0xA7 0x21 0x05 0x00 0x00
35.0,901564800FA8,13:43.9,13:43.9,91.759,7.410717205,YES,0x93 0x23 0x11 0xB2 0x1B 0x01 0x00 0x00
35.0,901564800FA8,13:43.9,13:44.0,142.962,4.756508723,YES,0x93 0x23 0x42 0xA7 0x1E 0x09 0x00 0x00
35.0,901564800FA8,13:43.9,13:44.1,193.653,3.511435402,YES,0x93 0x23 0x32 0xA8 0x21 0x0A 0x00 0x00
35.0,901564800FA8,13:43.9,13:44.1,245.298,2.772138379,YES,0x93 0x23 0x13 0xAE 0x23 0x01 0x00 0x00
