Packet #,Device ID,TX Timestamp,RX Timestamp,RTT Latency [ms],Data Rate [Kbps],Response,Latest IPC Msg
11,901564800FA8,28:04.9,28:05.2,297.4,2.286482851,YES,0x93 0x0B 0x23 0x9F 0x1C 0x06 0x00 0x00
11,901564800FA8,28:04.9,28:05.3,348.08,1.953573891,YES,0x93 0x0B 0x33 0x9D 0x23 0x06 0x00 0x00
12,901564800FA8,28:09.9,28:10.0,105.504,6.445253261,YES,0x93 0x0C 0x11 0xB2 0x18 0x05 0x00 0x00
12,901564800FA8,28:09.9,28:10.1,157.881,4.307041379,YES,0x93 0x0C 0x12 0xA4 0x19 0x01 0x00 0x00
12,901564800FA8,28:09.9,28:10.1,207.88,3.271117953,YES,0x93 0x0C 0x22 0xA4 0x1D 0x07 0x00 0x00
12,901564800FA8,28:09.9,28:10.2,259.97,2.615686425,YES,0x93 0x0C 0x43 0x9B 0x17 0x05 0x00 0x00
12,901564800FA8,28:09.9,28:10.2,309.813,2.194872391,YES,0x93 0x0C 0x33 0x9D 0x23 0x06 0x00 0x00
12,901564800FA8,28:09.9,28:10.3,360.959,1.883870467,YES,0x93 0x0C 0x23 0x9F 0x1C 0x05 0x00 0x00
13,901564800FA8,28:14.9,28:15.1,170.459,3.989229081,YES,0x93 0x0D 0x11 0xB3 0x17 0x01 0x00 0x00
13,901564800FA8,28:14.9,28:15.1,219.805,3.093651191,YES,0x93 0x0D 0x23 0x9F 0x1C 0x04 0x00 0x00
13,901564800FA8,28:14.9,28:15.2,271.848,2.50139784,YES,0x93 0x0D 0x12 0xA4 0x19 0x01 0x00 0x00
13,901564800FA8,28:14.9,28:15.2,321.208,2.117008294,YES,0x93 0x0D 0x43 0x9B 0x17 0x01 0x00 0x00
13,901564800FA8,28:14.9,28:15.3,373.496,1.820635295,YES,0x93 0x0D 0x33 0x9D 0x22 0x02 0x00 0x00
13,901564800FA8,28:14.9,28:15.3,423.663,1.605049296,YES,0x93 0x0D 0x22 0xA4 0x1D 0x01 0x00 0x00
14,901564800FA8,28:19.9,28:20.0,84.815,8.017449744,YES,0x93 0x0E 0x11 0xB3 0x17 0x01 0x00 0x00
14,901564800FA8,28:19.9,28:20.1,134.339,5.061821213,YES,0x93 0x0E 0x43 0x9B 0x17 0x03 0x00 0x00
14,901564800FA8,28:19.9,28:20.1,186.342,3.649204152,YES,0x93 0x0E 0x23 0x9F 0x1C 0x04 0x00 0x00
14,901564800FA8,28:19.9,28:20.2,235.751,2.884399218,YES,0x93 0x0E 0x12 0xA4 0x19 0x03 0x00 0x00
14,901564800FA8,28:19.9,28:20.2,288.464,2.357313218,YES,0x93 0x0E 0x22 0xA4 0x1D 0x06 0x00 0x00
14,901564800FA8,28:19.9,28:20.3,338.191,2.010698097,YES,0x93 0x0E 0x33 0x9D 0x23 0x04 0x00 0x00
15,901564800FA8,28:24.9,28:25.0,98.073,6.933610678,YES,0x93 0x0F 0x11 0xB2 0x17 0x01 0x00 0x00
15,901564800FA8,28:24.9,28:25.1,149.015,4.563298997,YES,0x93 0x0F 0x22 0xA4 0x1D 0x08 0x00 0x00
15,901564800FA8,28:24.9,28:25.1,199.655,3.405875135,YES,0x93 0x0F 0x23 0x9E 0x1C 0x05 0x00 0x00
15,901564800FA8,28:24.9,28:25.2,251.187,2.707146469,YES,0x93 0x0F 0x43 0x9B 0x17 0x04 0x00 0x00
15,901564800FA8,28:24.9,28:25.2,301.164,2.257905991,YES,0x93 0x0F 0x12 0xA4 0x19 0x06 0x00 0x00
15,901564800FA8,28:24.9,28:25.3,352.466,1.929264099,YES,0x93 0x0F 0x33 0x9D 0x23 0x07 0x00 0x00
16,901564800FA8,28:29.9,28:30.0,110.5,6.153846154,YES,0x93 0x10 0x11 0xB2 0x17 0x01 0x00 0x00
16,901564800FA8,28:29.9,28:30.1,161.266,4.216635869,YES,0x93 0x10 0x12 0xA4 0x19 0x06 0x00 0x00
16,901564800FA8,28:29.9,28:30.1,211.519,3.21484122,YES,0x93 0x10 0x43 0x9B 0x17 0x04 0x00 0x00
16,901564800FA8,28:29.9,28:30.2,262.661,2.588888339,YES,0x93 0x10 0x33 0x9D 0x23 0x06 0x00 0x00
16,901564800FA8,28:29.9,28:30.2,313.431,2.169536517,YES,0x93 0x10 0x22 0xA4 0x1D 0x07 0x00 0x00
16,901564800FA8,28:29.9,28:30.3,364.299,1.866598591,YES,0x93 0x10 0x23 0x9F 0x1C 0x06 0x00 0x00
17,901564800FA8,28:34.9,28:35.1,122.528,5.549751893,YES,0x93 0x11 0x11 0xB3 0x17 0x01 0x00 0x00
17,901564800FA8,28:34.9,28:35.1,173.221,3.925621027,YES,0x93 0x11 0x43 0x9B 0x17 0x01 0x00 0x00
17,901564800FA8,28:34.9,28:35.2,223.958,3.036283589,YES,0x93 0x11 0x23 0x9F 0x1C 0x06 0x00 0x00
17,901564800FA8,28:34.9,28:35.2,274.601,2.476320188,YES,0x93 0x11 0x12 0xA4 0x19 0x01 0x00 0x00
17,901564800FA8,28:34.9,28:35.3,325.391,2.08979351,YES,0x93 0x11 0x33 0x9D 0x22 0x02 0x00 0x00
17,901564800FA8,28:34.9,28:35.3,375.906,1.808962879,YES,0x93 0x11 0x22 0xA4 0x1D 0x06 0x00 0x00
18,901564800FA8,28:39.9,28:40.1,133.86,5.07993426,YES,0x93 0x12 0x11 0xB2 0x17 0x01 0x00 0x00
18,901564800FA8,28:39.9,28:40.1,185.277,3.670180325,YES,0x93 0x12 0x12 0xA4 0x19 0x06 0x00 0x00
18,901564800FA8,28:39.9,28:40.2,236.061,2.880611367,YES,0x93 0x12 0x22 0xA4 0x1D 0x07 0x00 0x00
18,901564800FA8,28:39.9,28:40.2,287.128,2.368281742,YES,0x93 0x12 0x23 0x9F 0x1C 0x04 0x00 0x00
18,901564800FA8,28:39.9,28:40.3,337.83,2.012846698,YES,0x93 0x12 0x43 0x9B 0x17 0x01 0x00 0x00
18,901564800FA8,28:39.9,28:40.3,389.703,1.744918566,YES,0x93 0x12 0x33 0x9D 0x23 0x06 0x00 0x00
19,901564800FA8,28:44.9,28:45.1,147.429,4.612389693,YES,0x93 0x13 0x11 0xB3 0x17 0x01 0x00 0x00
19,901564800FA8,28:44.9,28:45.2,228.625,2.974302898,YES,0x93 0x13 0x12 0xA4 0x19 0x01 0x00 0x00
19,901564800FA8,28:44.9,28:45.2,311.071,2.185996123,YES,0x93 0x13 0x23 0x9F 0x1C 0x05 0x00 0x00
19,901564800FA8,28:44.9,28:45.3,391.167,1.738387952,YES,0x93 0x13 0x22 0xA4 0x1D 0x06 0x00 0x00
19,901564800FA8,28:44.9,28:45.4,472.946,1.437796281,YES,0x93 0x13 0x43 0x9C 0x17 0x05 0x00 0x00
19,901564800FA8,28:44.9,28:45.5,553.92,1.227614096,YES,0x93 0x13 0x33 0x9D 0x22 0x06 0x00 0x00
20,901564800FA8,28:49.9,28:50.0,71.619,9.494687164,YES,0x93 0x14 0x11 0xB3 0x17 0x01 0x00 0x00
20,901564800FA8,28:49.9,28:50.1,152.856,4.448631392,YES,0x93 0x14 0x22 0xA4 0x1E 0x05 0x00 0x00
20,901564800FA8,28:49.9,28:50.2,236.972,2.869537329,YES,0x93 0x14 0x12 0xA4 0x19 0x01 0x00 0x00
20,901564800FA8,28:49.9,28:50.2,315.486,2.155404677,YES,0x93 0x14 0x23 0x9E 0x1C 0x05 0x00 0x00
20,901564800FA8,28:49.9,28:50.3,397.147,1.712212355,YES,0x93 0x14 0x33 0x9C 0x23 0x06 0x00 0x00
20,901564800FA8,28:49.9,28:50.4,478.162,1.422112171,YES,0x93 0x14 0x43 0x9B 0x17 0x05 0x00 0x00
21,901564800FA8,28:54.9,28:55.0,87.766,7.747875031,YES,0x93 0x15 0x12 0xA4 0x19 0x06 0x00 0x00
21,901564800FA8,28:54.9,28:55.1,168.844,4.027386226,YES,0x93 0x15 0x33 0x9D 0x23 0x05 0x00 0x00
21,901564800FA8,28:54.9,28:55.2,251.499,2.703788087,YES,0x93 0x15 0x11 0xB3 0x17 0x01 0x00 0x00
21,901564800FA8,28:54.9,28:55.3,331.531,2.051090245,YES,0x93 0x15 0x22 0xA4 0x1D 0x01 0x00 0x00
21,901564800FA8,28:54.9,28:55.3,412.982,1.646560867,YES,0x93 0x15 0x23 0x9F 0x1C 0x06 0x00 0x00
21,901564800FA8,28:54.9,28:55.4,494.18,1.376016836,YES,0x93 0x15 0x43 0x9B 0x17 0x06 0x00 0x00
22,901564800FA8,28:59.9,29:00.0,103.214,6.588253531,YES,0x93 0x16 0x11 0xB2 0x17 0x08 0x00 0x00
22,901564800FA8,28:59.9,29:00.1,184.607,3.683500626,YES,0x93 0x16 0x22 0xA4 0x1D 0x07 0x00 0x00
22,901564800FA8,28:59.9,29:00.2,265.988,2.556506309,YES,0x93 0x16 0x33 0x9D 0x23 0x05 0x00 0x00
22,901564800FA8,28:59.9,29:00.3,347.53,1.956665612,YES,0x93 0x16 0x12 0xA4 0x19 0x02 0x00 0x00
22,901564800FA8,28:59.9,29:00.4,428.942,1.585295914,YES,0x93 0x16 0x43 0x9B 0x17 0x09 0x00 0x00
22,901564800FA8,28:59.9,29:00.4,510.094,1.333087627,YES,0x93 0x16 0x23 0x9E 0x1C 0x08 0x00 0x00
23,901564800FA8,29:04.9,29:05.1,118.827,5.722605132,YES,0x93 0x17 0x11 0xB2 0x17 0x01 0x00 0x00
23,901564800FA8,29:04.9,29:05.1,200.745,3.387382002,YES,0x93 0x17 0x22 0xA4 0x1D 0x01 0x00 0x00
23,901564800FA8,29:04.9,29:05.2,283.693,2.396957274,YES,0x93 0x17 0x12 0xA4 0x19 0x06 0x00 0x00
23,901564800FA8,29:04.9,29:05.3,362.76,1.874517587,YES,0x93 0x17 0x43 0x9C 0x19 0x06 0x00 0x00
23,901564800FA8,29:04.9,29:05.4,443.744,1.532415086,YES,0x93 0x17 0x23 0x9E 0x1C 0x07 0x00 0x00
23,901564800FA8,29:04.9,29:05.5,525.044,1.295129551,YES,0x93 0x17 0x33 0x9D 0x23 0x04 0x00 0x00
24,901564800FA8,29:09.9,29:10.1,136.063,4.997684896,YES,0x93 0x18 0x11 0xB2 0x17 0x01 0x00 0x00
24,901564800FA8,29:09.9,29:10.2,218.05,3.118550791,YES,0x93 0x18 0x12 0xA4 0x19 0x01 0x00 0x00
24,901564800FA8,29:09.9,29:10.2,298.678,2.276699322,YES,0x93 0x18 0x33 0x9D 0x23 0x06 0x00 0x00
24,901564800FA8,29:09.9,29:10.3,389.582,1.745460519,YES,0x93 0x18 0x22 0xA4 0x1D 0x01 0x00 0x00
24,901564800FA8,29:09.9,29:10.4,461.509,1.473427387,YES,0x93 0x18 0x23 0x9E 0x1C 0x04 0x00 0x00
24,901564800FA8,29:09.9,29:10.5,542.665,1.253075102,YES,0x93 0x18 0x43 0x9C 0x17 0x01 0x00 0x00
25,901564800FA8,29:14.9,29:15.1,152.903,4.447263952,YES,0x93 0x19 0x11 0xB2 0x17 0x01 0x00 0x00
25,901564800FA8,29:14.9,29:15.2,237.839,2.859076939,YES,0x93 0x19 0x12 0xA4 0x19 0x01 0x00 0x00
25,901564800FA8,29:14.9,29:15.3,316.646,2.147508574,YES,0x93 0x19 0x22 0xA4 0x1D 0x07 0x00 0x00
25,901564800FA8,29:14.9,29:15.3,397.554,1.71045946,YES,0x93 0x19 0x43 0x9B 0x17 0x0B 0x00 0x00
25,901564800FA8,29:14.9,29:15.4,478.241,1.421877254,YES,0x93 0x19 0x23 0x9E 0x1C 0x0A 0x00 0x00
25,901564800FA8,29:14.9,29:15.5,559.654,1.215036433,YES,0x93 0x19 0x33 0x9D 0x23 0x06 0x00 0x00
26,901564800FA8,29:19.9,29:20.0,66.765,10.18497716,YES,0x93 0x1A 0x11 0xB3 0x17 0x01 0x00 0x00
26,901564800FA8,29:19.9,29:20.1,148.135,4.590407399,YES,0x93 0x1A 0x12 0xA4 0x19 0x01 0x00 0x00
26,901564800FA8,29:19.9,29:20.2,230.898,2.945023344,YES,0x93 0x1A 0x22 0xA4 0x1D 0x02 0x00 0x00
26,901564800FA8,29:19.9,29:20.3,311.042,2.186199934,YES,0x93 0x1A 0x33 0x9D 0x22 0x04 0x00 0x00
26,901564800FA8,29:19.9,29:20.3,392.961,1.730451622,YES,0x93 0x1A 0x43 0x9B 0x17 0x01 0x00 0x00
26,901564800FA8,29:19.9,29:20.4,474.207,1.433972927,YES,0x93 0x1A 0x23 0x9E 0x1C 0x02 0x00 0x00
27,901564800FA8,29:24.9,29:25.1,185.442,3.666914723,YES,0x93 0x1B 0x11 0xB3 0x17 0x01 0x00 0x00
27,901564800FA8,29:24.9,29:25.2,266.251,2.553981018,YES,0x93 0x1B 0x12 0xA4 0x19 0x01 0x00 0x00
27,901564800FA8,29:24.9,29:25.3,348.388,1.951846792,YES,0x93 0x1B 0x43 0x9B 0x17 0x05 0x00 0x00
27,901564800FA8,29:24.9,29:25.4,429.453,1.583409593,YES,0x93 0x1B 0x23 0x9F 0x1C 0x06 0x00 0x00
27,901564800FA8,29:24.9,29:25.5,510.962,1.330823036,YES,0x93 0x1B 0x22 0xA4 0x1D 0x05 0x00 0x00
27,901564800FA8,29:24.9,29:25.5,592.223,1.148216128,YES,0x93 0x1B 0x33 0x9D 0x23 0x05 0x00 0x00
28,901564800FA8,29:29.9,29:30.0,62.541,10.8728674,YES,0x93 0x1C 0x22 0xA4 0x1D 0x09 0x00 0x00
28,901564800FA8,29:29.9,29:30.1,114.855,5.920508467,YES,0x93 0x1C 0x43 0x9B 0x17 0x03 0x00 0x00
28,901564800FA8,29:29.9,29:30.1,164.43,4.135498388,YES,0x93 0x1C 0x11 0xB3 0x18 0x09 0x00 0x00
28,901564800FA8,29:29.9,29:30.2,215.834,3.150569419,YES,0x93 0x1C 0x12 0xA4 0x19 0x01 0x00 0x00
28,901564800FA8,29:29.9,29:30.2,266.133,2.555113421,YES,0x93 0x1C 0x23 0x9E 0x1C 0x04 0x00 0x00
28,901564800FA8,29:29.9,29:30.3,317.589,2.141132092,YES,0x93 0x1C 0x33 0x9D 0x23 0x07 0x00 0x00
29,901564800FA8,29:34.9,29:35.1,125.82,5.404546177,YES,0x93 0x1D 0x43 0x9B 0x17 0x01 0x00 0x00
30,901564800FA8,29:39.9,29:40.1,134.924,5.0398743,YES,0x93 0x1E 0x11 0x0 0x17 0x00 0x00 0x00
30,901564800FA8,29:39.9,29:40.1,186.232,3.651359594,YES,0x93 0x1E 0x22 0x0 0x1D 0x00 0x00 0x00
30,901564800FA8,29:39.9,29:40.2,236.429,2.876127717,YES,0x93 0x1E 0x23 0x0 0x1B 0x00 0x00 0x00
30,901564800FA8,29:39.9,29:40.2,286.878,2.370345582,YES,0x93 0x1E 0x43 0x0 0x17 0x00 0x00 0x00
30,901564800FA8,29:39.9,29:40.3,337.736,2.013406921,YES,0x93 0x1E 0x12 0x0 0x19 0x00 0x00 0x00
30,901564800FA8,29:39.9,29:40.3,388.796,1.748989187,YES,0x93 0x1E 0x33 0x0 0x23 0x00 0x00 0x00
31,901564800FA8,29:44.9,29:45.1,147.229,4.618655292,YES,0x93 0x1F 0x11 0xB3 0x17 0x01 0x00 0x00
31,901564800FA8,29:44.9,29:45.1,197.471,3.443543609,YES,0x93 0x1F 0x22 0xA4 0x1D 0x05 0x00 0x00
31,901564800FA8,29:44.9,29:45.2,248.266,2.738997688,YES,0x93 0x1F 0x23 0x9F 0x1C 0x06 0x00 0x00
31,901564800FA8,29:44.9,29:45.2,299.099,2.273494729,YES,0x93 0x1F 0x12 0xA4 0x19 0x07 0x00 0x00
31,901564800FA8,29:44.9,29:45.3,349.612,1.945013329,YES,0x93 0x1F 0x43 0xA4 0x17 0x05 0x00 0x00
31,901564800FA8,29:44.9,29:45.3,399.894,1.700450619,YES,0x93 0x1F 0x33 0x9B 0x23 0x06 0x00 0x00
32,901564800FA8,29:49.9,29:50.0,58.138,11.69630878,YES,0x93 0x20 0x11 0xB2 0x17 0x01 0x00 0x00
32,901564800FA8,29:49.9,29:50.1,108.569,6.263297995,YES,0x93 0x20 0x12 0xA4 0x19 0x05 0x00 0x00
32,901564800FA8,29:49.9,29:50.1,159.857,4.253801835,YES,0x93 0x20 0x22 0xA4 0x1D 0x01 0x00 0x00
32,901564800FA8,29:49.9,29:50.2,212.221,3.204206935,YES,0x93 0x20 0x43 0x9B 0x17 0x05 0x00 0x00
32,901564800FA8,29:49.9,29:50.2,261.297,2.60240263,YES,0x93 0x20 0x23 0x9F 0x1C 0x05 0x00 0x00
32,901564800FA8,29:49.9,29:50.3,311.579,2.182432064,YES,0x93 0x20 0x33 0x9D 0x23 0x06 0x00 0x00
33,,29:54.9,29:59.9,inf,0.0,NO,
34,,29:59.9,30:05.0,inf,0.0,NO,
35,,30:05.0,30:10.0,inf,0.0,NO,
36,,30:10.0,30:15.0,inf,0.0,NO,
37,,30:15.0,30:20.0,inf,0.0,NO,
38,,30:20.0,30:25.0,inf,0.0,NO,
39,,30:25.0,30:30.0,inf,0.0,NO,
40,,30:30.0,30:35.0,inf,0.0,NO,
41,,30:35.0,30:40.0,inf,0.0,NO,
42,,30:40.0,30:45.0,inf,0.0,NO,
43,901564800FA8,30:45.0,30:45.1,118.521,5.737379874,YES,0x93 0x2B 0x12 0xA4 0x19 0x04 0x00 0x00
43,901564800FA8,30:45.0,30:45.1,169.247,4.017796475,YES,0x93 0x2B 0x11 0xB3 0x18 0x08 0x00 0x00
43,901564800FA8,30:45.0,30:45.2,220.463,3.084417793,YES,0x93 0x2B 0x43 0x9B 0x17 0x04 0x00 0x00
43,901564800FA8,30:45.0,30:45.2,271.109,2.508216253,YES,0x93 0x2B 0x22 0xA4 0x1D 0x05 0x00 0x00
43,901564800FA8,30:45.0,30:45.3,322.457,2.108808306,YES,0x93 0x2B 0x23 0x9F 0x1C 0x06 0x00 0x00
43,901564800FA8,30:45.0,30:45.3,371.434,1.830742474,YES,0x93 0x2B 0x33 0x9D 0x23 0x06 0x00 0x00
44,901564800FA8,30:50.0,30:50.1,131.012,5.190364241,YES,0x93 0x2C 0x22 0xA4 0x1D 0x07 0x00 0x00
44,901564800FA8,30:50.0,30:50.1,180.591,3.765414666,YES,0x93 0x2C 0x12 0xA4 0x19 0x01 0x00 0x00
44,901564800FA8,30:50.0,30:50.2,231.808,2.933462176,YES,0x93 0x2C 0x43 0x9B 0x17 0x04 0x00 0x00
44,901564800FA8,30:50.0,30:50.2,282.367,2.408213424,YES,0x93 0x2C 0x11 0xB3 0x17 0x06 0x00 0x00
44,901564800FA8,30:50.0,30:50.3,333.217,2.040712209,YES,0x93 0x2C 0x23 0x9F 0x1C 0x06 0x00 0x00
44,901564800FA8,30:50.0,30:50.3,383.707,1.772185548,YES,0x93 0x2C 0x33 0x9D 0x23 0x07 0x00 0x00
45,901564800FA8,30:55.0,30:55.1,142.592,4.768850987,YES,0x93 0x2D 0x33 0x9D 0x23 0x06 0x00 0x00
45,901564800FA8,30:55.0,30:55.2,192.813,3.526733156,YES,0x93 0x2D 0x12 0xA4 0x19 0x01 0x00 0x00
