Packet #,Device ID,TX Timestamp,RX Timestamp,RTT Latency [ms],Data Rate [Kbps],Response,Latest IPC Msg
1,901564800FA8,50:02.7,50:02.8,55.428,12.26816771,YES,0x93 0x01 0x41 0x9F 0x17 0x00 0x00 0x00
1,901564800FA8,50:02.7,50:02.8,106.126,6.407477904,YES,0x93 0x01 0x12 0x00 0x19 0x00 0x00 0x00
1,901564800FA8,50:02.7,50:02.9,157.031,4.330355153,YES,0x93 0x01 0x21 0x9C 0x1C 0x00 0x00 0x00
1,901564800FA8,50:02.7,50:02.9,207.325,3.279874593,YES,0x93 0x01 0x22 0x00 0x1D 0x00 0x00 0x00
1,901564800FA8,50:02.7,50:03.0,265.471,2.561485059,YES,0x93 0x01 0x13 0xB3 0x22 0x00 0x00 0x00
1,901564800FA8,50:02.7,50:03.0,309.43,2.197589115,YES,0x93 0x01 0x31 0x9D 0x19 0x00 0x00 0x00
2,901564800FA8,50:07.7,50:07.7,17.826,38.14652754,YES,0x93 0x02 0x41 0x9B 0x17 0x01 0x00 0x00
2,901564800FA8,50:07.7,50:07.8,68.431,9.937016849,YES,0x93 0x02 0x21 0x9F 0x1C 0x05 0x00 0x00
2,901564800FA8,50:07.7,50:07.8,119.199,5.704745845,YES,0x93 0x02 0x13 0xB0 0x22 0x07 0x00 0x00
2,901564800FA8,50:07.7,50:07.9,169.835,4.003886125,YES,0x93 0x02 0x12 0xA4 0x19 0x02 0x00 0x00
2,901564800FA8,50:07.7,50:07.9,221.654,3.067844478,YES,0x93 0x02 0x22 0xA4 0x1D 0x08 0x00 0x00
2,901564800FA8,50:07.7,50:08.0,271.164,2.507707513,YES,0x93 0x02 0x31 0x9D 0x19 0x09 0x00 0x00
3,901564800FA8,50:12.7,50:12.7,30.363,22.39567895,YES,0x93 0x03 0x31 0x9C 0x19 0x09 0x00 0x00
3,901564800FA8,50:12.7,50:12.8,80.696,8.426687816,YES,0x93 0x03 0x41 0x9B 0x17 0x01 0x00 0x00
3,901564800FA8,50:12.7,50:12.8,131.629,5.16603484,YES,0x93 0x03 0x21 0x9F 0x1C 0x02 0x00 0x00
3,901564800FA8,50:12.7,50:12.9,182.469,3.726660419,YES,0x93 0x03 0x12 0xA5 0x19 0x03 0x00 0x00
3,901564800FA8,50:12.7,50:12.9,232.992,2.918555144,YES,0x93 0x03 0x13 0xB1 0x22 0x07 0x00 0x00
3,901564800FA8,50:12.7,50:13.0,283.6,2.3977433,YES,0x93 0x03 0x22 0xA4 0x1D 0x08 0x00 0x00
4,901564800FA8,50:17.7,50:17.7,42.439,16.02299771,YES,0x93 0x04 0x41 0x9B 0x18 0x04 0x00 0x00
4,901564800FA8,50:17.7,50:17.8,92.63,7.341034222,YES,0x93 0x04 0x12 0xA5 0x19 0x05 0x00 0x00
4,901564800FA8,50:17.7,50:17.8,143.746,4.730566416,YES,0x93 0x04 0x31 0x9E 0x19 0x01 0x00 0x00
4,901564800FA8,50:17.7,50:17.9,195.173,3.484088475,YES,0x93 0x04 0x13 0xAF 0x21 0x04 0x00 0x00
4,901564800FA8,50:17.7,50:17.9,245.083,2.774570248,YES,0x93 0x04 0x21 0x9D 0x1C 0x03 0x00 0x00
4,901564800FA8,50:17.7,50:18.0,295.744,2.299285869,YES,0x93 0x04 0x22 0xA4 0x1E 0x00 0x00 0x00
5,901564800FA8,50:22.7,50:22.8,54.923,12.38096972,YES,0x93 0x05 0x21 0x9D 0x1C 0x05 0x00 0x00
5,901564800FA8,50:22.7,50:22.8,105.655,6.436041834,YES,0x93 0x05 0x41 0x9B 0x17 0x01 0x00 0x00
5,901564800FA8,50:22.7,50:22.9,156.153,4.3547034,YES,0x93 0x05 0x22 0xA4 0x1D 0x05 0x00 0x00
5,901564800FA8,50:22.7,50:22.9,207.135,3.282883144,YES,0x93 0x05 0x12 0xA5 0x19 0x01 0x00 0x00
5,901564800FA8,50:22.7,50:23.0,257.843,2.637263761,YES,0x93 0x05 0x31 0x9F 0x18 0x02 0x00 0x00
5,901564800FA8,50:22.7,50:23.0,308.174,2.206545653,YES,0x93 0x05 0x13 0xB3 0x22 0x01 0x00 0x00
6,901564800FA8,50:27.7,50:27.7,18.843,36.08767181,YES,0x93 0x06 0x41 0x9B 0x17 0x01 0x00 0x00
6,901564800FA8,50:27.7,50:27.8,69.222,9.823466528,YES,0x93 0x06 0x21 0x9F 0x1C 0x01 0x00 0x00
6,901564800FA8,50:27.7,50:27.8,120.134,5.660345947,YES,0x93 0x06 0x12 0xA5 0x19 0x05 0x00 0x00
6,901564800FA8,50:27.7,50:27.9,170.232,3.994548616,YES,0x93 0x06 0x13 0xB1 0x22 0x01 0x00 0x00
6,901564800FA8,50:27.7,50:27.9,221.105,3.075461885,YES,0x93 0x06 0x22 0xA4 0x1D 0x04 0x00 0x00
6,901564800FA8,50:27.7,50:28.0,272.04,2.499632407,YES,0x93 0x06 0x31 0x9D 0x19 0x08 0x00 0x00
7,901564800FA8,50:32.7,50:32.7,30.598,22.22367475,YES,0x93 0x07 0x22 0xA4 0x1D 0x00 0x00 0x00
7,901564800FA8,50:32.7,50:32.8,81.866,8.306256566,YES,0x93 0x07 0x12 0xA5 0x19 0x03 0x00 0x00
7,901564800FA8,50:32.7,50:32.8,132.906,5.116398056,YES,0x93 0x07 0x31 0x9E 0x19 0x07 0x00 0x00
7,901564800FA8,50:32.7,50:32.9,182.398,3.728111054,YES,0x93 0x07 0x41 0x9B 0x17 0x01 0x00 0x00
7,901564800FA8,50:32.7,50:32.9,233.547,2.911619503,YES,0x93 0x07 0x21 0x9B 0x1C 0x04 0x00 0x00
7,901564800FA8,50:32.7,50:33.0,284.427,2.390771622,YES,0x93 0x07 0x13 0xB0 0x21 0x03 0x00 0x00
8,901564800FA8,50:37.7,50:37.7,43.045,15.7974213,YES,0x93 0x08 0x41 0x9E 0x17 0x0B 0x00 0x00
8,901564800FA8,50:37.7,50:37.8,93.451,7.276540647,YES,0x93 0x08 0x31 0x9D 0x19 0x0D 0x00 0x00
8,901564800FA8,50:37.7,50:37.8,144.607,4.702400299,YES,0x93 0x08 0x22 0xA4 0x1D 0x0A 0x00 0x00
8,901564800FA8,50:37.7,50:37.9,195.033,3.486589449,YES,0x93 0x08 0x21 0x9B 0x1C 0x0C 0x00 0x00
8,901564800FA8,50:37.7,50:37.9,245.65,2.76816609,YES,0x93 0x08 0x12 0xA5 0x19 0x08 0x00 0x00
8,901564800FA8,50:37.7,50:38.0,294.984,2.305209774,YES,0x93 0x08 0x13 0xAF 0x22 0x08 0x00 0x00
9,901564800FA8,50:42.7,50:42.8,54.801,12.40853269,YES,0x93 0x09 0x21 0x9D 0x1C 0x05 0x00 0x00
9,901564800FA8,50:42.7,50:42.8,104.237,6.523595268,YES,0x93 0x09 0x41 0x9B 0x17 0x01 0x00 0x00
9,901564800FA8,50:42.7,50:42.9,156.851,4.335324607,YES,0x93 0x09 0x31 0x9F 0x19 0x08 0x00 0x00
9,901564800FA8,50:42.7,50:42.9,207.239,3.281235675,YES,0x93 0x09 0x13 0xB3 0x21 0x00 0x00 0x00
9,901564800FA8,50:42.7,50:43.0,258.096,2.634678569,YES,0x93 0x09 0x22 0xA4 0x1D 0x00 0x00 0x00
9,901564800FA8,50:42.7,50:43.0,307.507,2.211331775,YES,0x93 0x09 0x12 0xA5 0x19 0x05 0x00 0x00
10,901564800FA8,50:47.7,50:47.7,18.874,36.02839886,YES,0x93 0x0A 0x21 0x9E 0x1B 0x01 0x00 0x00
10,901564800FA8,50:47.7,50:47.8,69.078,9.843944526,YES,0x93 0x0A 0x13 0xAF 0x21 0x07 0x00 0x00
10,901564800FA8,50:47.7,50:47.8,118.321,5.747077864,YES,0x93 0x0A 0x31 0x9B 0x19 0x0B 0x00 0x00
10,901564800FA8,50:47.7,50:47.9,170.387,3.9909148,YES,0x93 0x0A 0x41 0x9D 0x17 0x01 0x00 0x00
10,901564800FA8,50:47.7,50:47.9,220.201,3.088087702,YES,0x93 0x0A 0x12 0xA5 0x19 0x00 0x00 0x00
10,901564800FA8,50:47.7,50:48.0,272.031,2.499715106,YES,0x93 0x0A 0x22 0xA4 0x1D 0x00 0x00 0x00
11,901564800FA8,50:52.7,50:52.7,29.658,22.9280464,YES,0x93 0x0B 0x41 0x9B 0x17 0x06 0x00 0x00
11,901564800FA8,50:52.7,50:52.8,81.277,8.366450533,YES,0x93 0x0B 0x13 0xB2 0x22 0x07 0x00 0x00
11,901564800FA8,50:52.7,50:52.8,131.952,5.153389111,YES,0x93 0x0B 0x31 0x9F 0x19 0x06 0x00 0x00
11,901564800FA8,50:52.7,50:52.9,183.459,3.706550237,YES,0x93 0x0B 0x12 0xA5 0x19 0x01 0x00 0x00
11,901564800FA8,50:52.7,50:52.9,233.907,2.907138307,YES,0x93 0x0B 0x21 0x9D 0x1C 0x01 0x00 0x00
11,901564800FA8,50:52.7,50:53.3,610.84,1.113221138,YES,0x93 0x0B 0x22 0xA4 0x1D 0x08 0x00 0x00
12,901564800FA8,50:57.7,50:57.7,43.076,15.78605256,YES,0x93 0x0C 0x21 0x9B 0x1C 0x0C 0x00 0x00
12,901564800FA8,50:57.7,50:57.8,93.5,7.272727273,YES,0x93 0x0C 0x41 0x9D 0x17 0x0B 0x00 0x00
12,901564800FA8,50:57.7,50:57.9,145.66,4.668405877,YES,0x93 0x0C 0x31 0x9F 0x19 0x0D 0x00 0x00
12,901564800FA8,50:57.7,50:57.9,194.893,3.489094016,YES,0x93 0x0C 0x12 0xA5 0x19 0x01 0x00 0x00
12,901564800FA8,50:57.7,50:58.0,245.549,2.769304701,YES,0x93 0x0C 0x22 0xA4 0x1D 0x0A 0x00 0x00
12,901564800FA8,50:57.7,50:58.0,296.576,2.292835563,YES,0x93 0x0C 0x13 0xB1 0x22 0x01 0x00 0x00
13,901564800FA8,51:02.7,51:02.8,54.432,12.49265138,YES,0x93 0x0D 0x41 0x9F 0x17 0x05 0x00 0x00
13,901564800FA8,51:02.7,51:02.8,105.411,6.450939655,YES,0x93 0x0D 0x21 0x9B 0x1C 0x07 0x00 0x00
13,901564800FA8,51:02.7,51:02.9,158.489,4.290518585,YES,0x93 0x0D 0x31 0x9D 0x19 0x0B 0x00 0x00
13,901564800FA8,51:02.7,51:02.9,206.801,3.28818526,YES,0x93 0x0D 0x12 0xA5 0x19 0x00 0x00 0x00
13,901564800FA8,51:02.7,51:03.0,263.883,2.576899611,YES,0x93 0x0D 0x22 0xA4 0x1D 0x09 0x00 0x00
13,901564800FA8,51:02.7,51:03.0,308.653,2.203121305,YES,0x93 0x0D 0x13 0xB1 0x22 0x07 0x00 0x00
14,901564800FA8,51:07.7,51:07.7,15.722,43.25149472,YES,0x93 0x0E 0x21 0x9B 0x1C 0x01 0x00 0x00
14,901564800FA8,51:07.7,51:07.8,66.72,10.19184652,YES,0x93 0x0E 0x22 0xA4 0x1D 0x04 0x00 0x00
14,901564800FA8,51:07.7,51:07.8,118.433,5.741642954,YES,0x93 0x0E 0x41 0x9F 0x17 0x01 0x00 0x00
14,901564800FA8,51:07.7,51:07.9,177.663,3.827471111,YES,0x93 0x0E 0x31 0x9D 0x19 0x07 0x00 0x00
14,901564800FA8,51:07.7,51:07.9,219.252,3.101454035,YES,0x93 0x0E 0x12 0xA5 0x19 0x03 0x00 0x00
14,901564800FA8,51:07.7,51:08.0,269.588,2.522367464,YES,0x93 0x0E 0x13 0xAF 0x21 0x04 0x00 0x00
15,901564800FA8,51:12.7,51:12.7,28.496,23.86299832,YES,0x93 0x0F 0x21 0x9E 0x1C 0x01 0x00 0x00
15,901564800FA8,51:12.7,51:12.8,78.951,8.612937138,YES,0x93 0x0F 0x41 0x9B 0x17 0x0A 0x00 0x00
15,901564800FA8,51:12.7,51:12.8,129.655,5.244687825,YES,0x93 0x0F 0x13 0xB3 0x22 0x07 0x00 0x00
15,901564800FA8,51:12.7,51:12.9,180.346,3.770529981,YES,0x93 0x0F 0x22 0xA4 0x1D 0x04 0x00 0x00
15,901564800FA8,51:12.7,51:12.9,230.916,2.944793778,YES,0x93 0x0F 0x12 0xA5 0x19 0x00 0x00 0x00
15,901564800FA8,51:12.7,51:13.0,281.89,2.412288481,YES,0x93 0x0F 0x31 0x9D 0x19 0x0C 0x00 0x00
16,901564800FA8,51:17.7,51:17.8,39.91,17.03833626,YES,0x93 0x10 0x22 0xA4 0x1E 0x05 0x00 0x00
16,901564800FA8,51:17.7,51:17.8,90.433,7.519378988,YES,0x93 0x10 0x12 0xA4 0x19 0x05 0x00 0x00
16,901564800FA8,51:17.7,51:17.9,141.219,4.815216083,YES,0x93 0x10 0x13 0xAF 0x21 0x02 0x00 0x00
16,901564800FA8,51:17.7,51:17.9,197.169,3.448818019,YES,0x93 0x10 0x21 0x9B 0x1C 0x01 0x00 0x00
16,901564800FA8,51:17.7,51:18.3,605.507,1.123025828,YES,0x93 0x10 0x41 0x9D 0x18 0x03 0x00 0x00
16,901564800FA8,51:17.7,51:18.4,644.389,1.055263203,YES,0x93 0x10 0x31 0x9F 0x19 0x07 0x00 0x00
17,901564800FA8,51:22.7,51:22.8,53.948,12.60473048,YES,0x93 0x11 0x21 0x9B 0x1C 0x06 0x00 0x00
17,901564800FA8,51:22.7,51:22.8,120.054,5.664117814,YES,0x93 0x11 0x12 0xA5 0x19 0x03 0x00 0x00
17,901564800FA8,51:22.7,51:22.9,153.294,4.435920519,YES,0x93 0x11 0x41 0x9F 0x17 0x08 0x00 0x00
17,901564800FA8,51:22.7,51:22.9,212.168,3.205007353,YES,0x93 0x11 0x22 0xA4 0x1D 0x01 0x00 0x00
17,901564800FA8,51:22.7,51:23.0,254.449,2.672441236,YES,0x93 0x11 0x31 0x9D 0x19 0x09 0x00 0x00
17,901564800FA8,51:22.7,51:23.0,305.903,2.222926876,YES,0x93 0x11 0x13 0xB3 0x21 0x04 0x00 0x00
18,901564800FA8,51:27.7,51:27.8,63.606,10.69081533,YES,0x93 0x12 0x41 0x9F 0x17 0x05 0x00 0x00
18,901564800FA8,51:27.7,51:27.8,114.229,5.952954153,YES,0x93 0x12 0x31 0x9B 0x19 0x0C 0x00 0x00
18,901564800FA8,51:27.7,51:27.9,165.065,4.119589253,YES,0x93 0x12 0x12 0xA5 0x19 0x08 0x00 0x00
18,901564800FA8,51:27.7,51:27.9,216.029,3.147725537,YES,0x93 0x12 0x21 0x9D 0x1C 0x09 0x00 0x00
18,901564800FA8,51:27.7,51:28.0,266.314,2.553376841,YES,0x93 0x12 0x22 0xA4 0x1D 0x05 0x00 0x00
18,901564800FA8,51:27.7,51:28.0,317.069,2.144643595,YES,0x93 0x12 0x13 0xB1 0x22 0x07 0x00 0x00
19,901564800FA8,51:32.7,51:32.7,23.526,28.90419111,YES,0x93 0x13 0x31 0x9F 0x19 0x09 0x00 0x00
19,901564800FA8,51:32.7,51:32.8,74.031,9.185341276,YES,0x93 0x13 0x12 0xA5 0x19 0x03 0x00 0x00
19,901564800FA8,51:32.7,51:32.8,125.257,5.428838308,YES,0x93 0x13 0x22 0xA4 0x1D 0x08 0x00 0x00
19,901564800FA8,51:32.7,51:32.9,175.476,3.875173813,YES,0x93 0x13 0x13 0xB2 0x22 0x07 0x00 0x00
19,901564800FA8,51:32.7,51:32.9,226.183,3.006415159,YES,0x93 0x13 0x21 0x9C 0x1C 0x07 0x00 0x00
19,901564800FA8,51:32.7,51:33.0,278.265,2.443713726,YES,0x93 0x13 0x41 0x9D 0x17 0x01 0x00 0x00
20,901564800FA8,51:37.7,51:37.8,34.88,19.49541284,YES,0x93 0x14 0x13 0xAF 0x22 0x01 0x00 0x00
20,901564800FA8,51:37.7,51:37.8,85.827,7.922914701,YES,0x93 0x14 0x22 0xA4 0x1D 0x09 0x00 0x00
20,901564800FA8,51:37.7,51:37.9,136.867,4.968326916,YES,0x93 0x14 0x31 0x9E 0x19 0x0C 0x00 0x00
20,901564800FA8,51:37.7,51:37.9,187.447,3.627692094,YES,0x93 0x14 0x21 0x9C 0x1C 0x08 0x00 0x00
20,901564800FA8,51:37.7,51:38.0,238.154,2.855295313,YES,0x93 0x14 0x41 0x9B 0x17 0x0C 0x00 0x00
20,901564800FA8,51:37.7,51:38.0,288.584,2.356332991,YES,0x93 0x14 0x12 0xA5 0x19 0x0B 0x00 0x00
21,901564800FA8,51:42.7,51:42.8,47.133,14.42725903,YES,0x93 0x15 0x31 0x9D 0x19 0x06 0x00 0x00
21,901564800FA8,51:42.7,51:42.8,97.803,6.952751961,YES,0x93 0x15 0x41 0x9F 0x17 0x08 0x00 0x00
21,901564800FA8,51:42.7,51:42.9,148.278,4.585980388,YES,0x93 0x15 0x22 0xA4 0x1D 0x08 0x00 0x00
21,901564800FA8,51:42.7,51:42.9,198.805,3.420437112,YES,0x93 0x15 0x13 0xAF 0x22 0x03 0x00 0x00
21,901564800FA8,51:42.7,51:43.4,637.732,1.066278625,YES,0x93 0x15 0x12 0xA4 0x19 0x01 0x00 0x00
21,901564800FA8,51:42.7,51:43.4,650.071,1.046039586,YES,0x93 0x15 0x21 0x9B 0x1C 0x07 0x00 0x00
22,901564800FA8,51:47.7,51:47.8,59.632,11.40327341,YES,0x93 0x16 0x41 0x9D 0x17 0x08 0x00 0x00
22,901564800FA8,51:47.7,51:47.8,109.516,6.209138391,YES,0x93 0x16 0x12 0xA5 0x19 0x01 0x00 0x00
22,901564800FA8,51:47.7,51:47.9,161.648,4.206671286,YES,0x93 0x16 0x22 0xA4 0x1D 0x01 0x00 0x00
22,901564800FA8,51:47.7,51:47.9,209.976,3.238465348,YES,0x93 0x16 0x21 0x9B 0x1C 0x09 0x00 0x00
22,901564800FA8,51:47.7,51:48.0,261.911,2.596301797,YES,0x93 0x16 0x31 0x9E 0x19 0x01 0x00 0x00
22,901564800FA8,51:47.7,51:48.0,311.597,2.182305991,YES,0x93 0x16 0x13 0xB2 0x21 0x03 0x00 0x00
23,901564800FA8,51:52.7,51:52.7,20.303,33.4925873,YES,0x93 0x17 0x41 0x9C 0x17 0x01 0x00 0x00
23,901564800FA8,51:52.7,51:52.8,72.793,9.341557567,YES,0x93 0x17 0x12 0xA5 0x19 0x01 0x00 0x00
23,901564800FA8,51:52.7,51:52.8,121.891,5.578754789,YES,0x93 0x17 0x13 0xB1 0x22 0x01 0x00 0x00
23,901564800FA8,51:52.7,51:52.9,173.937,3.909461472,YES,0x93 0x17 0x22 0xA4 0x1D 0x04 0x00 0x00
24,901564800FA8,51:57.7,51:57.8,32.967,20.62668729,YES,0x93 0x18 0x41 0x9E 0x17 0x01 0x00 0x00
24,901564800FA8,51:57.7,51:57.8,83.368,8.156606852,YES,0x93 0x18 0x21 0x9D 0x1C 0x0D 0x00 0x00
24,901564800FA8,51:57.7,51:57.9,134.697,5.048367818,YES,0x93 0x18 0x12 0xA4 0x19 0x01 0x00 0x00
24,901564800FA8,51:57.7,51:57.9,184.867,3.67832009,YES,0x93 0x18 0x22 0xA4 0x1D 0x0B 0x00 0x00
24,901564800FA8,51:57.7,51:58.0,235.82,2.883555254,YES,0x93 0x18 0x31 0x9D 0x19 0x0D 0x00 0x00
24,901564800FA8,51:57.7,51:58.0,285.77,2.37953599,YES,0x93 0x18 0x13 0xAF 0x21 0x02 0x00 0x00
25,901564800FA8,52:02.7,52:02.8,44.618,15.2404859,YES,0x93 0x19 0x41 0x9E 0x17 0x01 0x00 0x00
25,901564800FA8,52:02.7,52:02.8,95.574,7.114905727,YES,0x93 0x19 0x22 0xA4 0x1D 0x00 0x00 0x00
25,901564800FA8,52:02.7,52:02.9,146.335,4.646871904,YES,0x93 0x19 0x12 0xA5 0x19 0x02 0x00 0x00
25,901564800FA8,52:02.7,52:02.9,196.533,3.459978731,YES,0x93 0x19 0x13 0xB1 0x21 0x04 0x00 0x00
25,901564800FA8,52:02.7,52:03.0,247.879,2.743273936,YES,0x93 0x19 0x21 0x9C 0x1C 0x02 0x00 0x00
25,901564800FA8,52:02.7,52:03.0,297.94,2.282338726,YES,0x93 0x19 0x31 0x9B 0x19 0x06 0x00 0x00
26,901564800FA8,52:07.7,52:07.8,56.043,12.13354032,YES,0x93 0x1A 0x12 0xA5 0x19 0x01 0x00 0x00
26,901564800FA8,52:07.7,52:07.8,106.912,6.360371146,YES,0x93 0x1A 0x22 0xA4 0x1D 0x01 0x00 0x00
26,901564800FA8,52:07.7,52:07.9,157.893,4.306714041,YES,0x93 0x1A 0x41 0x9E 0x17 0x01 0x00 0x00
26,901564800FA8,52:07.7,52:08.2,521.589,1.303708475,YES,0x93 0x1A 0x21 0x9D 0x1C 0x06 0x00 0x00
26,901564800FA8,52:07.7,52:08.3,559.992,1.214303061,YES,0x93 0x1A 0x31 0x9D 0x19 0x07 0x00 0x00
26,901564800FA8,52:07.7,52:08.3,610.545,1.113759019,YES,0x93 0x1A 0x13 0xAF 0x21 0x02 0x00 0x00
27,901564800FA8,52:12.7,52:12.7,18.605,36.5493147,YES,0x93 0x1B 0x41 0x9B 0x17 0x07 0x00 0x00
27,901564800FA8,52:12.7,52:12.8,69.241,9.820770931,YES,0x93 0x1B 0x12 0xA4 0x19 0x00 0x00 0x00
27,901564800FA8,52:12.7,52:12.8,120.356,5.649905281,YES,0x93 0x1B 0x21 0x9E 0x1C 0x08 0x00 0x00
27,901564800FA8,52:12.7,52:12.9,171.094,3.974423416,YES,0x93 0x1B 0x22 0xA4 0x1D 0x09 0x00 0x00
27,901564800FA8,52:12.7,52:13.0,221.935,3.063960169,YES,0x93 0x1B 0x31 0x9B 0x19 0x09 0x00 0x00
27,901564800FA8,52:12.7,52:13.0,272.514,2.495284646,YES,0x93 0x1B 0x13 0xB3 0x22 0x00 0x00 0x00
28,901564800FA8,52:17.7,52:17.8,31.42,21.64226607,YES,0x93 0x1C 0x21 0x9F 0x1C 0x05 0x00 0x00
28,901564800FA8,52:17.7,52:17.8,82.048,8.287831513,YES,0x93 0x1C 0x22 0xA4 0x1D 0x01 0x00 0x00
28,901564800FA8,52:17.7,52:17.9,132.893,5.116898557,YES,0x93 0x1C 0x41 0x9D 0x17 0x01 0x00 0x00
28,901564800FA8,52:17.7,52:18.0,254.292,2.674091202,YES,0x93 0x1C 0x12 0xA5 0x19 0x03 0x00 0x00
28,901564800FA8,52:17.7,52:18.1,335.867,2.024610932,YES,0x93 0x1C 0x31 0x9B 0x19 0x08 0x00 0x00
28,901564800FA8,52:17.7,52:18.1,417.791,1.627608062,YES,0x93 0x1C 0x13 0xB2 0x22 0x01 0x00 0x00
29,901564800FA8,52:22.7,52:22.9,160.983,4.224048502,YES,0x93 0x1D 0x31 0x9E 0x19 0x09 0x00 0x00
29,901564800FA8,52:22.7,52:23.0,242.463,2.804551622,YES,0x93 0x1D 0x12 0xA4 0x19 0x00 0x00 0x00
29,901564800FA8,52:22.7,52:23.1,323.038,2.105015509,YES,0x93 0x1D 0x41 0x9D 0x17 0x06 0x00 0x00
29,901564800FA8,52:22.7,52:23.1,404.411,1.681457725,YES,0x93 0x1D 0x13 0xAF 0x22 0x07 0x00 0x00
29,901564800FA8,52:22.7,52:23.2,486.205,1.398587016,YES,0x93 0x1D 0x22 0xA4 0x1D 0x00 0x00 0x00
29,901564800FA8,52:22.7,52:23.3,615.766,1.1043156,YES,0x93 0x1D 0x21 0x9B 0x1C 0x01 0x00 0x00
30,901564800FA8,52:27.7,52:27.8,74.986,9.068359427,YES,0x93 0x1E 0x12 0xA5 0x19 0x02 0x00 0x00
30,901564800FA8,52:27.7,52:27.9,157.133,4.327544182,YES,0x93 0x1E 0x13 0xB1 0x22 0x01 0x00 0x00
30,901564800FA8,52:27.7,52:28.0,238.01,2.857022814,YES,0x93 0x1E 0x41 0x00 0x17 0x04 0x00 0x00
30,901564800FA8,52:27.7,52:28.1,319.078,2.131140348,YES,0x93 0x1E 0x21 0x00 0x1C 0x07 0x00 0x00
30,901564800FA8,52:27.7,52:28.1,400.795,1.696627952,YES,0x93 0x1E 0x22 0xA4 0x1D 0x05 0x00 0x00
30,901564800FA8,52:27.7,52:28.2,481.57,1.412048093,YES,0x93 0x1E 0x31 0x00 0x19 0x01 0x00 0x00
31,901564800FA8,52:32.7,52:32.9,138.994,4.892297509,YES,0x93 0x1F 0x31 0x9F 0x19 0x0B 0x00 0x00
31,901564800FA8,52:32.7,52:33.0,219.099,3.103619825,YES,0x93 0x1F 0x22 0xA4 0x1D 0x01 0x00 0x00
31,901564800FA8,52:32.7,52:33.0,302.053,2.25126054,YES,0x93 0x1F 0x12 0xA5 0x19 0x01 0x00 0x00
31,901564800FA8,52:32.7,52:33.1,382.387,1.778303133,YES,0x93 0x1F 0x41 0xA4 0x17 0x08 0x00 0x00
31,901564800FA8,52:32.7,52:33.2,463.29,1.467763172,YES,0x93 0x1F 0x13 0xAF 0x22 0x01 0x00 0x00
31,901564800FA8,52:32.7,52:33.9,1145.731,0.593507551,YES,0x93 0x1F 0x21 0x9B 0x1C 0x09 0x00 0x00
32,901564800FA8,52:37.7,52:37.8,81.705,8.322624074,YES,0x93 0x20 0x21 0x9B 0x1C 0x08 0x00 0x00
32,901564800FA8,52:37.7,52:37.9,132.321,5.139017994,YES,0x93 0x20 0x41 0x9F 0x17 0x05 0x00 0x00
32,901564800FA8,52:37.7,52:37.9,183.425,3.70723729,YES,0x93 0x20 0x22 0xA4 0x1D 0x01 0x00 0x00
32,901564800FA8,52:37.7,52:38.0,233.594,2.911033674,YES,0x93 0x20 0x31 0x9D 0x19 0x06 0x00 0x00
32,901564800FA8,52:37.7,52:38.0,285.703,2.380094014,YES,0x93 0x20 0x12 0xA5 0x19 0x04 0x00 0x00
32,901564800FA8,52:37.7,52:38.1,335.321,2.027907587,YES,0x93 0x20 0x13 0xB3 0x21 0x01 0x00 0x00
33,901564800FA8,52:42.7,52:42.8,93.269,7.290739688,YES,0x93 0x21 0x21 0x9B 0x1C 0x08 0x00 0x00
33,901564800FA8,52:42.7,52:42.9,144.38,4.7097936,YES,0x93 0x21 0x22 0xA4 0x1D 0x00 0x00 0x00
33,901564800FA8,52:42.7,52:42.9,195.319,3.481484136,YES,0x93 0x21 0x12 0xA5 0x19 0x01 0x00 0x00
33,901564800FA8,52:42.7,52:43.0,245.568,2.769090435,YES,0x93 0x21 0x31 0x9F 0x19 0x08 0x00 0x00
33,901564800FA8,52:42.7,52:43.0,296.352,2.294568621,YES,0x93 0x21 0x13 0xB1 0x22 0x07 0x00 0x00
33,901564800FA8,52:42.7,52:43.1,347.048,1.95938314,YES,0x93 0x21 0x41 0x9D 0x17 0x0B 0x00 0x00
34,901564800FA8,52:47.7,52:47.8,106.032,6.413158292,YES,0x93 0x22 0x21 0x9B 0x1C 0x0B 0x00 0x00
34,901564800FA8,52:47.7,52:47.9,157.066,4.329390193,YES,0x93 0x22 0x12 0xA5 0x19 0x01 0x00 0x00
34,901564800FA8,52:47.7,52:48.0,213.671,3.182462758,YES,0x93 0x22 0x13 0xAF 0x22 0x07 0x00 0x00
34,901564800FA8,52:47.7,52:48.0,259.625,2.619162253,YES,0x93 0x22 0x41 0x9F 0x17 0x06 0x00 0x00
34,901564800FA8,52:47.7,52:48.0,312.042,2.179193826,YES,0x93 0x22 0x22 0xA4 0x1D 0x01 0x00 0x00
34,901564800FA8,52:47.7,52:48.1,361.582,1.880624589,YES,0x93 0x22 0x31 0x9D 0x19 0x0B 0x00 0x00
35,901564800FA8,52:52.7,52:52.9,168.561,4.034147875,YES,0x93 0x23 0x31 0x9D 0x19 0x08 0x00 0x00
35,901564800FA8,52:52.7,52:53.0,217.861,3.121256214,YES,0x93 0x23 0x13 0xB1 0x22 0x01 0x00 0x00
35,901564800FA8,52:52.7,52:53.0,270.095,2.517632685,YES,0x93 0x23 0x21 0x9B 0x1C 0x01 0x00 0x00
